2 0.0157231
3 0.00488455
4 0.00934134
5 0.0115236
6 0.051486
7 0.127552
8 0.0882915
9 0.0975387
10 1.01793
11 0.156846
12 0.071225
13 0.0957395
14 0.851069
15 0.247866
16 0.479072
17 0.16503
18 0.597359
19 0.214329
20 4.3228
21 0.334601
22 0.592333
23 0.283028
24 4.19735
25 0.68716
26 0.280426
27 0.294248
28 1.66204
29 1.36199
30 0.714365
31 0.938209
32 0.588507
33 14.0525
34 0.463759
35 1.04932
36 0.810171
37 0.805333
38 0.709576
39 0.560189
40 0.48596
41 56.6501
42 2.43337
43 0.608767
44 1.81563
45 0.736966
46 916.761
47 0.967702
48 1.48333
49 0.51888
50 4.27073
51 2.63747
52 0.554371
53 2.69925
54 1.48058
55 1.44093
56 4.62109
57 1.13915
58 0.960223
59 2.10046
60 0.789292
61 1.5291
62 0.867111
63 1.32646
64 4.85311
65 1.1854
66 2.63979
67 3.23827
68 67.0624
69 3.39385
70 2.16591
71 4.08887
72 7.21059
73 1.59617
74 8.67117
75 460.674
76 2.06068
77 1.28371
78 1.98233
79 5.18559
80 3.57905
81 1.36687
82 8.09414
83 2.8848
84 96.9766
85 4.01822
86 3.92592
87 4.6788
88 1.76236
89 1.79587
90 87.4493
91 1.90093
92 4.22753
93 2.43788
94 15.3305
95 13.0671
96 11.7223
97 1.74907
98 3.02076
99 2.04148
100 2.55987


