2 1.99474e-05
3 2.88414e-05
4 2.09403e-05
5 3.05291e-05
6 5.11691e-05
7 1.77316e-05
8 0.000135395
9 0.000825138
10 0.000216892
11 0.000107568
12 0.000330814
13 0.000693741
14 0.00310014
15 0.0030329
16 0.000741042
17 0.00255797
18 0.00263677
19 0.00102861
20 0.0206738
21 0.00839765
22 0.00715646
23 0.000834065
24 0.0167597
25 0.00072158
26 0.00111292
27 0.00159798
28 0.00257949
29 0.011461
30 0.0056483
31 0.00926009
32 0.0027582
33 0.102047
34 0.0872784
35 0.00242156
36 0.00378344
37 0.00176199
38 0.00329367
39 0.00292227
40 0.0135707
41 1.44088
42 0.00873213
43 0.00152049
44 0.00642359
45 0.0037363
46 26.0766
47 0.174676
48 0.112314
49 0.00611519
50 0.00869782
51 0.00358316
52 0.00473459
53 0.00478313
54 0.432248
55 0.0302721
56 0.0345701
57 0.00168541
58 0.0112881
59 0.00820717
60 0.014334
61 0.0432559
62 0.204436
63 0.16403
64 0.0154706
65 0.0503191
66 0.00604958
67 0.0190973
68 0.01102
69 0.0128675
70 0.0247148
71 0.0900871
72 0.0215936
73 0.0427052
74 0.0993771
75 5.64073
76 0.306948
77 0.00793644
78 0.00888018
79 0.0996178
80 0.00694702
81 0.0233743
82 0.0138785
83 0.0517014
84 0.330135
85 0.0148909
86 0.0138367
87 0.190423
88 0.0132294
89 0.0491135
90 0.0750693
91 0.020735
92 0.0198442
93 0.0113313
94 0.118891
95 0.12771
96 0.272088
97 0.00721953
98 0.0336455
99 0.0461029
100 0.0267585


2 1.99474e-05
3 2.88414e-05
4 1.05301e-05
5 0
6 2.13747e-05
7 0
8 6.98602e-05
9 0.000118891
10 0.00039117
11 7.90439e-05
12 6.29233e-05
13 0.000279416
14 0.000264821
15 0.000355182
16 0.00016547
17 0.00280335
18 0.000252941
19 0.000212842
20 0.00242632
21 0.000267052
22 0.000328151
23 0.000245013
24 0.0186834
25 0.000976908
26 0.00029253
27 0.000725464
28 0.00367512
29 0.00608533
