2 2.98458e-07
7 7.80174e-05
12 7.12693e-06
17 4.80235e-06
22 1.03426e-05
27 3.66348e-05
32 2.59172e-05
37 3.92628e-05
42 3.3782e-05
47 4.21724e-05
52 7.36693e-05
57 6.34264e-05
62 0.000104678
67 8.31186e-05
72 9.25161e-05
77 0.00012753
82 0.000136208
87 0.000117947
92 0.000147514
97 0.000176776
102 0.000254981
107 0.000257421
112 0.000222668
117 0.000171565
122 0.000275116
127 0.000211629
132 0.000258632
137 0.000232722
142 0.000307115
147 0.000306059
152 0.000386635
157 0.000338929
162 0.000448189
167 0.000405207
172 0.000436693
177 0.000432502
182 0.0004957
187 0.000462749
192 0.00041967
197 0.000486002


2 3.10401e-07
7 3.81434e-07
12 1.10597e-06
17 1.30167e-06
22 4.20886e-06
27 5.06454e-06
32 6.4752e-06
37 7.42176e-07
42 9.82423e-07
47 8.93342e-07
52 1.32135e-06
57 1.13234e-06
62 2.01009e-06
67 2.66826e-06
72 3.77755e-06
77 4.06669e-06
82 4.76852e-06
87 5.46619e-06
92 6.58344e-06
97 7.94792e-06
102 8.01521e-06
107 8.25654e-06
112 1.15913e-06
117 1.0954e-06
122 1.26966e-06
127 1.47176e-06
132 1.66983e-06
137 1.94569e-06
142 1.77517e-06
147 2.8527e-06
152 3.03897e-06
157 2.47853e-06
162 3.51717e-06
167 3.73636e-06
172 3.20112e-06
177 5.85304e-06
182 4.65478e-06
187 4.95057e-06
192 4.28205e-06
197 4.69827e-06


